VIOL1,URAL1,URUR1,URAL2,URAL3,URAL4,URAL5,URAR1,URUR2,URAR2,URUR3,VIOL2,URAL6,URAL7,URUR4,URUR5,URAL8,URAL9,URUR6,URUR7,URUR8,INFU1,URAR3,URUR9,URAL10,WAHL1,URAL11,URUR10,URUR11,SOCZ1,URAL12,URUR12,URAR4,URAL13,SOCZ2,SOCZ3,VIOL3,INFU2,SOCZ4,URAR5,URAR6,WAHL2,SOCZ5,URUR13,URAL14,URUR29,URUR14,URUR15,URUR16,URUR17,URUR18,URAL15,SOCZ6,URUR19,URUR20,URAL16,URAR7,URUR21,INFU4,SOCZ7,ININ,URUR22,URAR8,URAR9,URUR23,INTE1,URAL17,URUR24,VIOL4,URUR25,URUR26,URAR11,INFU3,URUR27,INTE2,SOCZ9,URUR28,URAL18,URAL19
0.150674567,1.620211087,0.094307702,0.106430488,1.331152882,0.09806783,1.284213356,1.439666152,0.153970689,0.127962617,0.086352383,0.082468988,0.076912078,0.082897458,0.113168067,0.113046005,0.134350558,0.108546811,0.129487695,0.125384904,0.104658132,1.929190103,0.095277892,0.104110694,0.131670362,0.109443346,0.17956469,0.194324626,0.09774869,1.256996256,0.095133854,0.059808657,0.068193298,0.110309079,0.976842604,1.472541222,0.145027885,1.869231143,1.324514596,0.087863616,0.097711313,0.185982349,0.792297671,0.064188754,0.083896448,0.289002515,0.117502452,0.051997623,0.08674237,0.071599025,0.165448047,0.070082835,1.179773178,0.034107583,0.069673696,0.485744858,0.077361982,0.100394503,1.660444462,0.657977505,1.924062949,0.063276137,0.064018591,0.037575522,0.076219822,1.954479446,0.070742241,0.23164039,0.237350301,0.487087563,0.089240561,0.152373496,1.746650623,0.168388599,1.140312866,1.170960673,0.084737423,0.048792129,0.048061151
