VIOL1;URAL1;URUR1;URAL2;URAL3;URAL4;URAL5;URAR1;URUR2;URAR2;URUR3;VIOL2;URAL6;URAL7;URUR4;URUR5;URAL8;URAL9;URUR6;URUR7;URUR8;INFU1;URAR3;URUR9;URAL10;WAHL1;URAL11;URUR10;URUR11;SOCZ1;URAL12;URUR12;URAR4;URAL13;SOCZ2;SOCZ3;VIOL3;INFU2;SOCZ4;URAR5;URAR6;WAHL2;SOCZ5;URUR13;URAL14;URUR29;URUR14;URUR15;URUR16;URUR17;URUR18;URAL15;SOCZ6;URUR19;URUR20;URAL16;URAR7;URUR21;INFU4;SOCZ7;ININ;URUR22;URAR8;URAR9;URUR23;INTE1;URAL17;URUR24;VIOL4;URUR25;URUR26;URAR11;INFU3;URUR27;INTE2;SOCZ9;URUR28;URAL18;URAL19
88.1531559;88.5989218;80.5651757;80.4567549;47.1581622;73.3806057;51.0906227;78.2130968;56.229449;74.263034;84.0675804;84.6201388;91.7992313;90.5534205;88.2557797;76.2653534;78.7106755;78.6196398;64.9583806;76.055365;84.684325;71.8815092;85.3225033;87.9362129;83.3974764;88.0873412;72.0157718;84.8530362;69.8158003;70.7445895;90.2498383;77.2458089;87.0904754;78.8594915;44.5604288;75.7184731;85.3040376;64.7722041;57.4893181;88.5222355;86;78.8239492;39.3981861;72.9424808;74.4676634;66.7748742;78.6350364;90.0496897;72.0738805;90.8826545;79.6445156;73.5757758;57.4341038;85.2916943;89.2824599;71.9552631;68.8800336;88.4515968;55.1150774;41.8926836;55.8805261;76.3051892;70.6597325;75.3676392;79.8689681;65.4986745;73.7713607;61.3837202;46.142016;27.1313449;74.2390268;54.1799789;55.7819798;74.089927;63.8666584;53.7854437;79.6792234;90.2125884;66.6455074
